,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
17644,17644,793.05676,-10.17893519,-0.3488192937,Rural_Sokoto,4.5932817,2200,-2.1,30.6,14.25,0.67,Volcanic,4.685562094,0.3613586712,4.2,tea,2.804386294,0.6677110224
4982,4982,703.1617,-2.37507451,-3.105643359,Rural_Kilimani,3.8369374,820.1,-4.2,32.7,14.25,0.57,Sandy,5.679157079,0.2634220041,7.3,potato,4.243013475,0.5812347226
13658,13658,439.27606,-12.31012809,-9.06975294,Rural_Akatsi,1.2218006,1909.2,-5.6,31,12.7,0.64,Silt,5.583056864,0.01446335237,10.1,coffee,5.250940778,0.5198951265
11097,11097,200.64993,-12.72915756,-6.204818126,Rural_Hawassa,2.6704254,1576.8,-8,35.6,13.8,0.62,Silt,6.041061396,7.96E-06,12.4,rice,7.028391154,0.5668057382
32718,32718,702.4787,-3.316764396,-2.05156357,Rural_Kilimani,0.5918416,999,-4,31,13.5,0.57,Sandy,5.790323503,0.4333356518,8.8,cassava,5.003532053,0.5685831878
41433,41433,593.4576,-6.984398689,-4.434504633,Rural_Hawassa,6.700195,708,-5.3,31.5,13.1,0.57,Loamy,5.34213324,0.1326032629,4.3,potato,2.908315335,0.6763524034
42895,42895,711.32153,-5.353337738,-0.7857668989,Rural_Kilimani,1.6700432,1190.3,-3.8,33.3,14.75,0.59,Sandy,6.714525179,0.8977116228,9.8,cassava,3.880958888,0.3960162131
26322,26322,597.1237,-5.375866204,-0.2452131605,Rural_Kilimani,1.521442,1144.3,-4.8,29.7,12.45,0.58,Loamy,5.524888399,0.8952003963,12.3,cassava,6.723253627,0.5466059859
37980,37980,727.8497,-6.258982078,-0.2046716302,Rural_Sokoto,7.290034,1346.3,-3.5,30.2,13.35,0.62,Volcanic,4.691975536,0.9786902847,4,tea,1.976035911,0.4940089776
3923,3923,646.93695,-8.507323002,-4.344412343,Rural_Hawassa,17.03703,1219.8,-4.6,32.7,14.05,0.64,Volcanic,4.231824546,0.03059615604,0.7,tea,0.4840874613,0.6915535161
2495,2495,796.23,-2.726518583,-0.6731515367,Rural_Kilimani,5.9656525,1410,-2.8,27.4,12.3,0.62,Volcanic,5.439262741,0.2317324838,3.4,coffee,1.575071883,0.4632564363
5568,5568,854.81354,-5.993146178,-7.907562402,Rural_Amanzi,9.525615,914.7,-2.7,28.9,13.1,0.59,Rocky,4.525823203,0.3189317069,3.4,tea,1.532516758,0.4507402228
16504,16504,770.51227,-8.331600966,-7.781433196,Rural_Akatsi,8.631739,1453.8,-2.8,30.4,13.8,0.63,Volcanic,5.193830955,0.06530715284,3.9,tea,2.824454304,0.7242190523
43639,43639,497.99338,-9.8410082,-7.367008664,Rural_Akatsi,2.7478042,1600.3,-5.3,31.9,13.3,0.62,Silt,6.11542034,0.04016349015,7,rice,4.927754835,0.7039649764
12736,12736,696.552,-2.884217846,-4.366935416,Rural_Kilimani,16.424477,555.4,-4.5,32.1,13.8,0.59,Sandy,5.531629012,0.1478719831,1.5,maize,0.7036555258,0.4691036839
30340,30340,650.50134,-10.71961838,-1.272265263,Rural_Sokoto,14.044943,2089.8,-3.5,29.8,13.15,0.69,Volcanic,4.110895829,0.1979979613,1.5,tea,1.099520346,0.7330135637
7646,7646,634.7929,-2.456176989,-3.97953857,Rural_Kilimani,0.9205324,568.9,-5,32,13.5,0.54,Loamy,6.625853697,0.1481088071,9.4,maize,6.434739372,0.6845467417
8658,8658,792.62036,-5.330809272,-5.506602881,Rural_Kilimani,14.573755,569.2,-3.6,29.8,13.1,0.58,Sandy,4.792013669,0.3086447921,1.6,wheat,0.7079642026,0.4424776266
11733,11733,368.05594,-11.15667062,-8.434602297,Rural_Akatsi,23.416075,1802.9,-6.3,33.6,13.65,0.7,Silt,6.427865401,0.2279180021,0.9,coffee,0.4768691622,0.5298546247
32905,32905,952.2745,-1.978573506,-8.119279283,Rural_Kilimani,6.7115793,861,-1.9,28.7,13.4,0.58,Rocky,5.721605056,0.01373574163,4.8,potato,2.976515565,0.6201074093
1826,1826,300.43658,-11.53965455,-5.984092016,Rural_Hawassa,30.247576,1711.8,-6.9,31.7,12.4,0.72,Silt,7.133975769,0.01510283806,1.8,rice,0.8442081177,0.4690045098
6427,6427,643.6647,-2.618381945,-6.767894937,Rural_Kilimani,25.165237,409.5,-5.1,29.1,12,0.6,Sandy,4.741243778,0.2320783526,1.5,potato,0.7770057599,0.5180038399
44839,44839,616.14044,-5.195638475,-0.1686347143,Rural_Kilimani,4.294516,1169.2,-4.6,27.9,11.65,0.59,Loamy,6.173590584,0.8500139331,4.7,wheat,2.30535369,0.4905007852
27583,27583,464.84686,-9.503081207,-3.110147974,Rural_Hawassa,15.9427,1490.7,-5.7,34.5,14.4,0.65,Silt,5.693957101,0.005562029584,0.7,banana,0.3132534308,0.4475049011
10992,10992,742.00964,-8.079282145,-7.488633255,Rural_Akatsi,1.4217737,1290,-3.4,28.9,12.75,0.59,Volcanic,4.456524024,0.05655408446,11,tea,7.558794708,0.6871631553
11708,11708,575.9232,-8.696562118,-3.006541841,Rural_Hawassa,6.0292172,1363.9,-4.8,32.8,14,0.61,Peaty,5.230775464,0.02561165887,4.7,wheat,1.911395994,0.4066799987
8321,8321,803.45416,-2.969826017,-7.785937811,Rural_Kilimani,17.235687,675.7,-3.4,32.3,14.45,0.6,Sandy,4.907208951,0.05123871883,1,potato,0.6068751032,0.6068751032
37181,37181,548.3653,-2.09572153,-6.065175077,Rural_Kilimani,20.75451,291.8,-6.1,32.4,13.15,0.58,Loamy,6.399641951,0.3360242528,1,wheat,0.6548176091,0.6548176091
39124,39124,837.2831,-11.19722186,-0.3578285227,Rural_Sokoto,1.1235305,2366.8,-1.5,27.7,13.1,0.67,Volcanic,5.388301328,0.3366670864,14.1,coffee,7.901433456,0.5603853515
40026,40026,708.85315,-6.03820311,-2.898431093,Rural_Hawassa,13.076683,851.2,-4.1,29.5,12.7,0.6,Sandy,5.022290015,0.433853534,1.4,potato,0.73152668,0.5225190572
13902,13902,734.75867,-7.088029633,-6.317433488,Rural_Akatsi,5.3311276,869.5,-3.8,30.1,13.15,0.57,Sandy,5.971255286,0.2759390753,2.7,maize,1.313804937,0.4865944212
33679,33679,763.4102,-5.073984758,-6.87150107,Rural_Kilimani,6.7224565,575.8,-3.8,31.2,13.7,0.56,Sandy,5.303027081,0.3862016996,4.3,wheat,1.922242041,0.4470330328
9027,9027,655.93225,-8.007191053,0.9395004494,Rural_Sokoto,3.0350714,1638.6,-3.8,29.1,12.65,0.63,Volcanic,5.076260601,0.1325316354,5.5,tea,4.532366221,0.8240665856
1671,1671,373.43402,-10.43575971,-4.875956853,Rural_Hawassa,18.702076,1576.8,-6.5,32.9,13.2,0.67,Silt,5.93732328,0.05397028238,1.7,banana,0.765994759,0.4505851524
35987,35987,669.0895,-7.84949179,-2.929963394,Rural_Hawassa,4.682701,1207.7,-4.1,29.9,12.9,0.6,Volcanic,5.409536857,0.1315701959,2.6,cassava,1.348258577,0.5185609912
2761,2761,743.6042,-6.222936533,-7.817470112,Rural_Amanzi,25.503893,826.5,-3.8,30.1,13.15,0.63,Sandy,6.287815575,0.3498835959,1.4,maize,0.7077646837,0.5055462026
3460,3460,634.86725,-5.506531308,-0.249717775,Rural_Sokoto,6.7373176,1187.7,-4.5,35.7,15.6,0.6,Loamy,6.512571926,0.9238900709,3.5,coffee,0.9621206926,0.2748916264
26769,26769,447.44583,-10.86830626,-7.339980977,Rural_Hawassa,4.920262,1795.6,-5.6,30,12.2,0.64,Silt,6.030764956,0.02903344953,2.2,coffee,1.167733302,0.5307878647
2531,2531,504.789,-1.518992796,-6.308424259,Rural_Kilimani,34.16046,245.6,-6.5,31.9,12.7,0.62,Loamy,6.369235949,0.186959086,1.4,maize,0.8318558898,0.5941827785
24334,24334,308.54718,-11.96769541,-8.285950019,Rural_Akatsi,4.29885,1773.3,-6.9,33.7,13.4,0.64,Silt,5.581347491,0.1837277898,3.6,banana,1.596209133,0.4433914258
43487,43487,853.76843,-11.10260231,0.6061589774,Rural_Sokoto,20.01032,2390.1,-1.4,28.1,13.35,0.73,Volcanic,5.126086634,0.2031128869,2,tea,1.288969769,0.6444848847
37205,37205,591.8794,-9.804962654,-7.713863979,Rural_Akatsi,8.007745,1732,-4.2,32.6,14.2,0.65,Silt,6.282384158,0.06707861697,2.5,wheat,1.367488489,0.5469953955
17638,17638,714.4153,-2.816632447,-4.186750836,Rural_Kilimani,7.2949905,603.2,-4.3,31.9,13.8,0.56,Sandy,6.629216236,0.1574511779,3.6,potato,1.888224489,0.5245068024
36601,36601,692.58435,-8.128844771,-4.830910708,Rural_Hawassa,12.57731,1127.1,-4.2,31.2,13.5,0.62,Sandy,6.145885375,0.1676167254,2,coffee,0.8642652661,0.4321326331
34127,34127,830.8305,-4.763091925,-1.898406677,Rural_Kilimani,25.760689,1105.5,-2.7,30.2,13.75,0.66,Sandy,5.532343892,0.671761675,1.5,tea,0.5013555934,0.3342370622
16153,16153,703.3587,-5.776872902,-7.569716316,Rural_Amanzi,51.053715,672.8,-4.3,30.2,12.95,0.7,Sandy,5.288757491,0.4341307568,0.5,wheat,0.2074982562,0.4149965123
219,219,747.0854,-10.70159561,0.1061467694,Rural_Sokoto,27.061304,2259.7,-2.3,29.2,13.45,0.75,Volcanic,5.681285641,0.3482726228,1.7,banana,0.941882683,0.554048637
24745,24745,671.20154,-6.277004851,-6.912042601,Rural_Amanzi,11.271813,647.4,-4.6,31.4,13.4,0.58,Sandy,5.614445265,0.3698942487,2.6,maize,1.175091007,0.4519580798
17609,17609,731.5753,-3.830413425,-6.542664213,Rural_Kilimani,13.322928,485.2,-4.2,28,11.9,0.57,Sandy,4.599490242,0.2065034375,1.2,potato,0.6345475,0.5287895833
20330,20330,672.8451,-9.06152327,-4.380449259,Rural_Hawassa,7.947543,1475.1,-3.8,28,12.1,0.63,Volcanic,5.218310468,0.01209704259,3,tea,2.335682763,0.778560921
30100,30100,481.21753,-8.777664596,-3.011046455,Rural_Hawassa,11.311746,1290.2,-5.8,32.6,13.4,0.62,Silt,7.239389071,0.02125936109,4.6,wheat,2.363506009,0.5138056542
13969,13969,938.5903,-4.285488442,-3.294837168,Rural_Kilimani,3.9360652,940.3,-1.9,30.6,14.35,0.58,Rocky,5.243502757,0.2341498174,13.6,tea,5.756779071,0.4232925787
38395,38395,443.53583,-13.92767196,-6.749876479,Rural_Hawassa,5.7132607,1552.9,-5.9,33.7,13.9,0.63,Silt,7.247069168,2.94E-08,3.9,rice,2.180476971,0.5590966593
2289,2289,438.52747,-9.750894335,-7.227365615,Rural_Akatsi,19.180717,1494,-6.1,31.5,12.7,0.66,Silt,7.18216384,0.04079830916,1.9,wheat,0.9379547159,0.4936603768
10460,10460,326.59003,-13.02653332,-7.957113161,Rural_Hawassa,7.861092,1664.5,-6.9,31.8,12.45,0.64,Silt,6.009056476,0.001039025954,2.4,wheat,1.174628612,0.4894285882
10539,10539,553.4177,-1.712737605,-3.303846397,Rural_Kilimani,7.580876,657.3,-5.7,29.9,12.1,0.57,Loamy,5.787900896,0.1098222593,2.1,potato,1.411019439,0.6719140184
12418,12418,798.6101,-5.326303579,-4.677753815,Rural_Kilimani,10.588419,616.7,-3.5,27.9,12.2,0.57,Sandy,6.630082676,0.2679729402,2,potato,1.038971895,0.5194859473
24382,24382,654.4929,-14.68913412,-6.146258138,Rural_Hawassa,7.3337493,1489.7,-4,30.7,13.35,0.63,Volcanic,5.916146866,3.12E-09,2.5,coffee,1.470369283,0.5881477133
8304,8304,363.19528,-13.38698878,-6.605728815,Rural_Hawassa,13.969659,1608.4,-6.7,31.3,12.3,0.66,Silt,5.464267923,3.30E-07,1,banana,0.4209491566,0.4209491566
36637,36637,736.69147,-1.80285147,-0.6686469223,Rural_Kilimani,1.9973495,1444.8,-3.3,29.9,13.3,0.61,Volcanic,4.997611844,0.07071986577,11.4,cassava,5.097689615,0.4471657557
2342,2342,274.52704,-13.62128482,-7.367008664,Rural_Hawassa,6.368323,1480.9,-7.4,34.2,13.4,0.62,Silt,5.601359421,1.29E-06,3.9,wheat,1.730867715,0.4438122346
44907,44907,679.85767,-6.069742963,-2.470492717,Rural_Hawassa,9.717166,904.7,-4.3,31.5,13.6,0.59,Sandy,6.270354278,0.5352185852,3.7,maize,1.595349189,0.4311754564
31773,31773,573.753,-2.537279467,-6.952584131,Rural_Kilimani,13.460012,363.9,-5.6,31.6,13,0.56,Loamy,4.66785203,0.1884299352,1.5,potato,0.8614800115,0.5743200077
44695,44695,806.46844,-7.69629822,-8.150811584,Rural_Akatsi,12.324448,1317.8,-2.8,29.7,13.45,0.63,Volcanic,5.635870129,0.09794232526,0.9,cassava,0.4802651984,0.5336279982
8256,8256,534.4305,-10.48982803,-6.195808897,Rural_Hawassa,2.5436919,1766.1,-4.8,30.9,13.05,0.63,Silt,6.970103405,0.2665408515,7.3,banana,3.002244692,0.4112663962
1786,1786,428.3255,-10.98094859,-5.650750544,Rural_Hawassa,11.342775,1752.9,-5.8,33.6,13.9,0.66,Silt,6.142215133,0.08636885429,3.1,coffee,1.627876353,0.5251214043
10600,10600,523.51715,-12.95444222,-9.06975294,Rural_Akatsi,18.16062,1894.6,-4.9,32.8,13.95,0.69,Silt,6.042820673,0.0004650924389,1.6,rice,1.064447444,0.6652796524
29726,29726,665.48474,-5.87149246,-7.186824084,Rural_Amanzi,21.853472,630.7,-4.4,30.5,13.05,0.61,Sandy,4.796422985,0.4476705303,1.1,maize,0.393194129,0.3574492082
17697,17697,357.87747,-13.22027813,-7.065199493,Rural_Hawassa,5.803076,1659.7,-6.5,30.9,12.2,0.64,Silt,6.869238653,1.12E-05,2,rice,1.104531957,0.5522659786
1422,1422,699.0283,-9.714848789,-1.821828231,Rural_Sokoto,22.261316,1906.2,-3.2,29.4,13.1,0.7,Volcanic,4.465185839,0.2629721417,0.7,tea,0.5726936856,0.8181338365
23231,23231,683.1771,-5.046950598,-7.05168565,Rural_Kilimani,11.162361,508,-4.6,27.6,11.5,0.57,Sandy,5.054004356,0.4155744413,4.1,wheat,1.630790009,0.3977536608
27511,27511,827.87585,-4.443187705,-5.68678746,Rural_Kilimani,10.484743,564.1,-3.3,27.3,12,0.57,Sandy,6.648828921,0.2764586062,3.7,potato,1.91712653,0.5181423054
33463,33463,962.87665,-4.524290183,-3.808363219,Rural_Kilimani,4.1454215,870.8,-1.8,28.9,13.55,0.57,Rocky,4.432399078,0.2065075519,4.9,tea,1.896280481,0.3869960165
23950,23950,333.22452,-11.12513077,-7.222861,Rural_Hawassa,4.5556707,1712.7,-6.7,33.5,13.4,0.64,Silt,5.720400118,0.02636375668,3.4,rice,2.035819012,0.5987702975
26094,26094,818.9043,-2.316500498,-0.9299145625,Rural_Kilimani,3.3739853,1428.1,-2.6,28.3,12.85,0.61,Volcanic,5.948249394,0.1475829808,12.2,banana,6.942557347,0.5690620776
16307,16307,665.20807,-10.16992381,-0.03349627966,Rural_Sokoto,7.795592,2077.7,-3.4,32,14.3,0.67,Volcanic,4.623362764,0.3866395496,3.1,tea,2.324423018,0.7498138768
25055,25055,658.182,-7.700803913,-5.547144411,Rural_Hawassa,14.387984,950.4,-4.5,30.2,12.85,0.61,Sandy,4.599532472,0.306939031,1.3,wheat,0.484348726,0.3725759431
7984,7984,640.82,-8.854261381,-7.05168565,Rural_Akatsi,5.252809,1409.8,-4.2,29.6,12.7,0.61,Volcanic,5.047280078,0.04277792734,3.1,tea,2.420781086,0.7808971244
17819,17819,325.77017,-13.0400504,-8.321986935,Rural_Akatsi,2.708128,1678.1,-6.8,33.3,13.25,0.63,Silt,6.30053548,0.001159458469,10.9,coffee,5.926657397,0.5437300365
41547,41547,654.8436,-4.943319654,-1.628129808,Rural_Kilimani,3.5340228,975.3,-4.5,29,12.25,0.58,Sandy,6.758736389,0.8073279245,14.5,maize,4.922871811,0.3395084008
1681,1681,641.0906,-10.35465723,-1.339834481,Rural_Sokoto,16.886873,2026.8,-3.6,31.1,13.75,0.7,Volcanic,5.293795004,0.1516444196,1.7,banana,1.02116347,0.6006843942
38321,38321,878.91516,-1.131503178,-1.87137899,Rural_Kilimani,5.6145544,1396.9,-2,30.7,14.35,0.61,Volcanic,5.560325062,0.03540600442,3.4,coffee,1.649932809,0.4852743556
12650,12650,308.31696,-11.56218302,-6.898528757,Rural_Hawassa,11.968528,1725.5,-6.9,33,13.05,0.66,Silt,6.122785911,0.008225923215,0.5,coffee,0.2774034688,0.5548069376
15278,15278,714.73083,-14.61704303,-6.065175077,Rural_Hawassa,3.220204,1582.5,-3.4,29.3,12.95,0.62,Volcanic,5.975634751,5.63E-09,9.2,coffee,5.394772617,0.5863883279
6978,6978,619.70123,-2.54178516,-7.637285533,Rural_Kilimani,38.871788,461.5,-5.3,32.2,13.45,0.65,Loamy,6.349112757,0.05604133732,1.5,potato,0.9159957891,0.6106638594
4057,4057,648.0783,-5.781378596,-1.330825252,Rural_Sokoto,17.056421,1056.5,-4.5,32.3,13.9,0.62,Sandy,4.559527112,0.9060724772,0.6,tea,0.2269790906,0.3782984843
1930,1930,398.1703,-10.24652059,-3.574123266,Rural_Hawassa,4.8966117,1598.6,-6.2,32.3,13.05,0.63,Silt,5.916545349,0.09329001518,2.1,banana,0.9594730664,0.4568919364
39393,39393,834.3819,-6.646471697,-7.542688629,Rural_Amanzi,17.904453,974,-2.8,32.3,14.75,0.62,Sandy,4.983880263,0.333407607,0.5,cassava,0.2649635233,0.5299270466
44394,44394,629.74115,-1.167548724,-3.114652588,Rural_Kilimani,19.82644,809.4,-4.8,31.3,13.25,0.61,Loamy,5.609706427,0.04387922762,1.8,potato,1.225831317,0.6810173981
6739,6739,491.39514,-6.479761047,-3.938997039,Rural_Hawassa,2.4268723,535.5,-6.3,29.7,11.7,0.54,Loamy,6.636432309,0.1860658108,6.9,potato,3.801353553,0.5509208048
30003,30003,592.9572,-2.960814631,-6.452571923,Rural_Kilimani,37.757713,339.4,-5.6,31,12.7,0.64,Loamy,6.251415055,0.2579513197,1.7,wheat,1.153977291,0.6788101709
17267,17267,670.4506,-7.452990785,-4.312880042,Rural_Hawassa,21.576128,931.8,-4.4,29,12.3,0.63,Sandy,5.847714539,0.08850445147,1.7,wheat,0.870713158,0.5121842106
27815,27815,720.52606,-8.444243297,-2.326345053,Rural_Hawassa,22.96117,1500.6,-3.6,30.9,13.65,0.68,Volcanic,3.700486254,0.1003208962,0.8,tea,0.4970326691,0.6212908364
3933,3933,840.16864,-2.140778462,-1.407403698,Rural_Kilimani,2.403424,1372.1,-2.4,29.7,13.65,0.6,Volcanic,5.157695666,0.1401412671,10,tea,6.690554264,0.6690554264
16421,16421,711.23914,-3.059939882,-6.934565673,Rural_Kilimani,7.29213,491.3,-4.4,28.6,12.1,0.55,Sandy,4.953575659,0.1631494399,2.7,potato,1.561665291,0.5783945523
25042,25042,771.5058,-7.673769754,-6.749876479,Rural_Akatsi,11.577567,1114.4,-3.3,30.1,13.4,0.61,Sandy,6.473779721,0.2161758446,3.9,wheat,2.108847094,0.5407300241
816,816,488.23877,-9.322853478,-3.839895521,Rural_Hawassa,7.5491767,1402.8,-5.6,31.7,13.05,0.62,Silt,6.275654679,0.006507791876,2.5,banana,1.104897448,0.4419589791
37704,37704,812.1211,-7.335842761,-7.682331678,Rural_Akatsi,5.045204,1152.6,-2.9,31.2,14.15,0.59,Sandy,6.796232909,0.08437328291,2.5,coffee,1.011665688,0.4046662753
10085,10085,708.0054,-3.7808508,-6.682307262,Rural_Kilimani,18.95452,469.4,-4.4,32.2,13.9,0.59,Sandy,5.071932373,0.1955500676,0.8,cassava,0.3763747133,0.4704683916
3418,3418,797.7567,-3.943055756,-0.5605361746,Rural_Kilimani,1.9894794,1339.7,-2.9,30.4,13.75,0.6,Volcanic,4.075278343,0.6561635084,8.8,tea,3.760400001,0.4273181819
23180,23180,747.1271,-3.89349313,-6.240855042,Rural_Kilimani,9.566122,487.4,-4.1,29.6,12.75,0.56,Sandy,5.940924295,0.2229413737,4.4,wheat,2.40054793,0.545579075
33588,33588,503.08777,-1.627129434,-5.51561211,Rural_Kilimani,33.207195,265.1,-6.5,33,13.25,0.62,Loamy,6.474564092,0.1651301558,0.8,potato,0.4286901878,0.5358627347
42624,42624,701.38245,-7.921582882,1.214281933,Rural_Sokoto,3.4169176,1671.5,-3.4,31,13.8,0.63,Volcanic,4.636364377,0.110937901,12,cassava,4.376803733,0.3647336445
324,324,808.80945,-3.451935193,-3.619169411,Rural_Kilimani,6.970054,773.7,-3.2,31.7,14.25,0.57,Sandy,5.878251434,0.2611443677,2.8,potato,1.650726164,0.5895450586
1680,1680,356.5403,-12.77872019,-8.794971456,Rural_Akatsi,1.1011305,1758,-6.5,31.9,12.7,0.63,Silt,6.116708114,0.003467785788,11.7,rice,7.095308414,0.6064366166
8124,8124,602.0695,-9.322853478,-7.416559423,Rural_Akatsi,12.853525,1555.9,-4.4,29.1,12.35,0.65,Silt,7.003795969,0.04946227075,0.6,coffee,0.242179474,0.4036324567
37508,37508,683.8247,-8.800193063,0.8043620148,Rural_Sokoto,5.3236814,1842.8,-3.4,32.5,14.55,0.65,Volcanic,4.576285835,0.07749473107,4.9,tea,4.317585431,0.8811398839
29839,29839,565.6068,-6.583391991,-4.119181619,Rural_Hawassa,5.3835115,613.6,-5.6,30.4,12.4,0.56,Loamy,6.053209664,0.1594850679,4.1,potato,2.646866603,0.6455772203
29832,29832,971.2396,-2.203858168,-7.988645463,Rural_Kilimani,16.565178,867.9,-1.7,26.7,12.5,0.61,Rocky,5.595153441,0.02246532911,1.8,potato,1.10944969,0.6163609391
2541,2541,781.6313,-7.908065802,-0.5335084877,Rural_Sokoto,17.867119,1661.7,-2.7,28,12.65,0.67,Volcanic,5.33968175,0.283989193,1.3,banana,0.6780211079,0.5215546984
34475,34475,693.367,-7.908065802,-7.119254867,Rural_Akatsi,3.4009974,1143.4,-4,28.8,12.4,0.59,Sandy,5.492138696,0.1058065097,5.3,wheat,2.353888782,0.4441299589
9568,9568,793.2897,-4.339556761,-6.529150369,Rural_Kilimani,16.012978,550.5,-3.6,28.9,12.65,0.58,Sandy,5.523095838,0.2675933299,1.4,potato,0.8743148976,0.6245106411
16072,16072,695.76404,-8.78217029,-5.07415989,Rural_Hawassa,4.210094,1375.2,-3.7,29.7,13,0.61,Volcanic,5.066559005,0.1661461899,4.7,tea,3.468653526,0.7380113885
37575,37575,592.86676,-4.889251335,-0.03349627966,Rural_Kilimani,19.358175,1159.5,-4.9,33.2,14.15,0.64,Loamy,4.602221691,0.7661990609,0.7,cassava,0.3168015143,0.4525735919
11547,11547,596.224,-2.176824008,-4.457027705,Rural_Kilimani,14.3307905,462.6,-5.5,35.3,14.9,0.57,Loamy,4.925451404,0.09005242591,1.8,wheat,1.06597673,0.5922092942
19263,19263,506.5722,-9.444507195,-3.682234014,Rural_Hawassa,2.3367844,1472.2,-5.4,33.2,13.9,0.61,Peaty,4.432636145,0.006331155283,9.3,cassava,3.142352264,0.3378873402
43110,43110,881.0664,-4.420659239,-4.839919937,Rural_Kilimani,23.96364,658.1,-2.7,28.5,12.9,0.62,Sandy,5.817778923,0.252535193,0.8,wheat,0.4428835136,0.553604392
36537,36537,682.8676,-2.181329701,-3.069606444,Rural_Kilimani,6.8810678,818.8,-4.4,28.5,12.05,0.58,Sandy,6.497911386,0.2243469361,4.9,wheat,2.749949189,0.5612141203
30681,30681,876.5679,-4.317028294,-5.213802939,Rural_Kilimani,5.2404466,628.6,-2.8,31.3,14.25,0.56,Rocky,4.942463979,0.2600012974,4,potato,2.221848575,0.5554621439
29939,29939,661.0874,-9.08855743,-4.218283138,Rural_Hawassa,2.126656,1480.9,-3.9,32.5,14.3,0.61,Volcanic,4.137302438,0.01013069688,13.1,cassava,4.596381104,0.3508687866
43067,43067,653.1983,-8.926352473,-2.659686525,Rural_Hawassa,4.933282,1554.8,-3.9,32.8,14.45,0.62,Volcanic,5.375423535,0.02358945203,3.6,cassava,1.640479678,0.4556887995
32968,32968,623.7738,-9.8410082,-9.650848208,Rural_Akatsi,7.1446466,1923.7,-3.9,30.9,13.5,0.66,Silt,7.392348189,0.1432385868,2.9,coffee,1.125583642,0.3881322902
7308,7308,531.89526,-9.349887637,-5.065150661,Rural_Hawassa,11.910773,1406,-5.2,30,12.4,0.64,Silt,5.506653346,0.02564603938,1.5,cassava,0.7006401638,0.4670934425
2916,2916,692.8047,-9.624734924,-0.4434161979,Rural_Sokoto,24.75148,1982.5,-3.2,30.5,13.65,0.72,Volcanic,5.397525389,0.2555213472,1.8,banana,1.119741747,0.6220787485
32582,32582,619.5455,-6.988904382,-5.51561211,Rural_Hawassa,14.099564,692.3,-5,31.5,13.25,0.59,Loamy,6.072108664,0.2486329784,0.8,potato,0.5014785602,0.6268482002
34869,34869,593.69073,-7.006927155,-4.132695462,Rural_Hawassa,4.169472,742.5,-5.2,28.9,11.85,0.56,Loamy,5.414601913,0.118655448,3.2,potato,2.16299444,0.6759357624
35947,35947,628.83716,-1.618118047,-3.227267951,Rural_Kilimani,3.1458168,758.9,-4.9,27.5,11.3,0.56,Loamy,6.012053361,0.09851302003,13.4,potato,8.677565791,0.6475795367
16262,16262,482.15848,-6.551852139,-3.434480217,Rural_Hawassa,4.342522,609.8,-6.4,32,12.8,0.55,Loamy,6.05757432,0.3929433163,3.3,maize,2.007269687,0.6082635414
24927,24927,840.283,-5.407406057,-4.875956853,Rural_Kilimani,21.63722,651.8,-3.1,30.7,13.8,0.61,Rocky,5.309546442,0.2814054908,0.8,maize,0.3940856991,0.4926071239
41607,41607,772.0555,-2.523762387,-6.344461175,Rural_Kilimani,14.35699,515.7,-3.9,29.8,12.95,0.58,Sandy,5.364441635,0.3317738916,1.2,potato,0.7230880764,0.602573397
21081,21081,629.58356,-9.120097282,-5.056141432,Rural_Hawassa,7.434346,1427.6,-4.3,30.7,13.2,0.62,Silt,6.300550671,0.03481670275,2.9,wheat,1.689228486,0.5824925815
40289,40289,770.69104,-10.83226071,0.4980482297,Rural_Sokoto,4.1735272,2288.3,-2.2,30.6,14.2,0.68,Volcanic,5.734979547,0.2559426517,4.6,coffee,3.13970746,0.6825451
6920,6920,594.59674,-9.277796545,-2.57409885,Rural_Hawassa,1.6900282,1608.2,-4.4,30.9,13.25,0.62,Silt,7.328899862,0.02465034062,14.8,banana,5.721731437,0.3866034755
2992,2992,591.99457,-10.08431563,-1.470468301,Rural_Sokoto,13.351708,1905.9,-4.2,30,12.9,0.68,Silt,5.507300456,0.1287110946,0.9,coffee,0.4146648175,0.4607386861
9273,9273,549.358,-5.988640484,-3.844400135,Rural_Hawassa,22.331863,523.8,-5.8,33.9,14.05,0.6,Loamy,6.210110677,0.2153582535,1.3,maize,0.8388826281,0.6452943293
323,323,947.28357,-3.100491121,-7.560707087,Rural_Kilimani,38.09374,799.8,-2,27.8,12.9,0.67,Sandy,4.591924525,0.07497515645,1,potato,0.5688814842,0.5688814842
44232,44232,654.08246,-5.87149246,0.2457898185,Rural_Sokoto,19.176855,1302.7,-3.9,32.5,14.3,0.65,Volcanic,5.23240787,0.942681087,1.5,cassava,0.6052282521,0.4034855014
16162,16162,809.4568,-4.956836734,-6.344461175,Rural_Kilimani,0.6117746,557.9,-3.6,31.1,13.75,0.54,Sandy,6.020798433,0.3175631878,12.1,potato,7.062182564,0.5836514516
12425,12425,589.1848,-8.845249995,-5.380473675,Rural_Hawassa,7.142878,1283.5,-4.8,32.7,13.95,0.61,Peaty,4.265061731,0.1183849807,3.7,cassava,1.373253669,0.3711496402
